,title,year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross_x,foreign_gross,release_date,production_budget,worldwide_gross,domestic_roi,worldwide_roi,original_language,original_title,popularity,vote_average,vote_count,title_change
551,Patti Cake$,2017.0,109.0,"Drama,Music",6.7,8581.0,FoxS,800000.0,1.0,2017-08-18,1000000.0,1471090.0,-0.199852,0.47109,en,Patti Cake$,6.934,7.0,122,False
552,Paul Blart: Mall Cop 2,2015.0,94.0,"Action,Comedy,Crime",4.4,30828.0,Sony,71000000.0,1.0,2015-04-17,38000000.0,107650646.0,0.8708314210526316,1.8329117368421053,en,Paul Blart: Mall Cop 2,15.940999999999999,5.0,900,False
553,Penguins of Madagascar,2014.0,92.0,"Adventure,Animation,Comedy",6.7,72551.0,Fox,83400000.0,1.0,2014-11-26,132000000.0,366942531.0,-0.36855370454545455,1.779867659090909,en,Penguins of Madagascar,20.899,6.4,2273,False
554,Peppermint,2018.0,101.0,"Action,Crime,Drama",6.5,35854.0,STX,35400000.0,1.0,2018-09-07,25000000.0,51800758.0,0.41674892,1.07203032,en,Peppermint,32.476,6.5,716,False
555,Percy Jackson: Sea of Monsters,2013.0,106.0,"Adventure,Family,Fantasy",5.8,102313.0,Fox,68600000.0,1.0,2013-08-07,90000000.0,200859554.0,-0.23822717777777777,1.2317728222222222,en,Percy Jackson: Sea of Monsters,15.762,5.9,3109,False
556,Peter Rabbit,2018.0,95.0,"Adventure,Animation,Comedy",6.6,27908.0,Sony,115300000.0,1.0,2018-02-09,50000000.0,347136477.0,1.30468186,5.94272954,en,Peter Rabbit,15.974,6.5,650,False
557,Piranha 3D,2010.0,88.0,"Comedy,Horror",5.4,81327.0,W/Dim.,25000000.0,1.0,2010-08-20,24000000.0,83660160.0,0.041798125,2.48584,en,Piranha 3D,11.302,5.3,1029,False
558,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,129.0,"Action,Adventure,Fantasy",6.6,228592.0,BV,172600000.0,1.0,2017-05-26,230000000.0,788241137.0,-0.24974401739130433,2.4271353782608696,en,Pirates of the Caribbean: Dead Men Tell No Tales,28.101,6.6,6931,False
559,Pirates of the Caribbean: On Stranger Tides,2011.0,136.0,"Action,Adventure,Fantasy",6.6,447624.0,BV,241100000.0,1.0,2011-05-20,410600000.0,1045663875.0,-0.41289850219191426,1.5466728567949342,en,Pirates of the Caribbean: On Stranger Tides,30.579,6.4,8571,False
560,Pitch Perfect,2012.0,112.0,"Comedy,Music,Romance",7.2,256565.0,Uni.,65000000.0,1.0,2012-09-28,17000000.0,116044347.0,2.823593705882353,5.826138058823529,en,Pitch Perfect,13.886,7.3,4233,False
561,Pitch Perfect 2,2015.0,115.0,"Comedy,Music",6.4,130692.0,Uni.,184300000.0,1.0,2015-05-15,29000000.0,287625468.0,5.355042413793104,8.918119586206897,en,Pitch Perfect 2,18.469,6.8,3599,False
562,Pitch Perfect 3,2017.0,93.0,"Comedy,Music",5.8,45127.0,Uni.,104900000.0,1.0,2017-12-22,45000000.0,185736412.0,1.3310562222222222,3.1274758222222223,en,Pitch Perfect 3,14.89,6.5,1884,False
563,Pixels,2015.0,105.0,"Action,Comedy,Sci-Fi",5.6,119789.0,Sony,78700000.0,1.0,2015-07-24,90000000.0,244041804.0,-0.12482237777777777,1.7115756,en,Pixels,23.029,5.6,4423,False
564,Plastic,2014.0,102.0,"Action,Comedy,Crime",6.0,7234.0,,,0.0,2014-09-26,10000000.0,575371.0,-1.0,-0.9424629,en,Plastic,7.815,6.1,116,False
565,Plush,2013.0,99.0,"Drama,Music,Thriller",5.4,3462.0,,,0.0,2013-09-13,2000000.0,28864.0,-0.99846,-0.985568,en,Plush,6.09,5.7,64,False
566,Point Break,2015.0,114.0,"Action,Crime,Sport",5.3,53802.0,,,0.0,2015-12-25,100000000.0,126704591.0,-0.71217519,0.26704591,en,Point Break,9.435,5.6,1260,False
567,Poltergeist,2015.0,93.0,"Horror,Thriller",4.9,51538.0,,,0.0,2015-05-22,35000000.0,95713069.0,0.3550035714285714,1.7346591142857142,en,Poltergeist,17.343,5.1,1438,False
568,Pompeii,2014.0,105.0,"Action,Adventure,Drama",5.5,100467.0,TriS,23200000.0,1.0,2014-02-21,80000000.0,108469033.0,-0.7103870875,0.3558629125,en,Pompeii,25.215,5.4,2078,False
569,Popstar: Never Stop Never Stopping,2016.0,87.0,"Comedy,Music",6.7,47278.0,,,0.0,2016-06-03,20000000.0,9537120.0,-0.5251935,-0.523144,en,Popstar: Never Stop Never Stopping,11.844000000000001,6.6,675,False
570,Power Rangers,2017.0,124.0,"Action,Adventure,Sci-Fi",6.0,92013.0,,,0.0,2017-03-24,120000000.0,142531552.0,-0.28862958333333333,0.18776293333333333,en,Power Rangers,15.865,6.2,2667,False
571,Premium Rush,2012.0,91.0,"Action,Crime,Thriller",6.5,105279.0,Sony,20300000.0,1.0,2012-08-24,35000000.0,31393201.0,-0.42070154285714284,-0.1030514,en,Premium Rush,12.484000000000002,6.2,1244,False
572,Pride and Prejudice and Zombies,2016.0,108.0,"Action,Comedy,Horror",5.8,46187.0,SGem,10900000.0,1.0,2016-02-05,28000000.0,16638300.0,-0.6104538928571429,-0.405775,en,Pride and Prejudice and Zombies,9.086,5.7,1195,False
573,Priest,2011.0,87.0,"Action,Adventure,Fantasy",5.7,108320.0,SGem,29100000.0,1.0,2011-05-13,60000000.0,84154026.0,-0.5143895666666667,0.4025671,en,Priest,15.318,5.5,1157,False
574,Project Almanac,2015.0,106.0,"Drama,Mystery,Sci-Fi",6.4,71500.0,Par.,22300000.0,1.0,2015-01-30,12000000.0,32909437.0,0.8623534166666667,1.7424530833333334,en,Project Almanac,9.55,6.5,1449,False
575,Prom,2011.0,104.0,"Comedy,Drama,Family",5.4,14279.0,BV,10100000.0,0.0,2011-04-29,8000000.0,10763183.0,0.266277375,0.345397875,en,Prom,6.9110000000000005,6.0,276,False
576,Prometheus,2012.0,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720.0,Fox,126500000.0,1.0,2012-06-08,125000000.0,402448265.0,0.011816672,2.21958612,en,Prometheus,24.98,6.4,7384,False
577,Proud Mary,2018.0,89.0,"Action,Crime,Drama",4.9,6805.0,SGem,20900000.0,1.0,2018-01-12,30000000.0,21709539.0,-0.3043787333333333,-0.2763487,en,Proud Mary,9.371,5.5,259,False
578,Puss in Boots,2011.0,90.0,"Action,Adventure,Animation",6.6,133355.0,P/DW,149300000.0,1.0,2011-10-28,130000000.0,554987477.0,0.14815772307692307,3.2691344384615384,en,Puss in Boots,9.078,6.3,1422,False
579,Queen Crab,2015.0,80.0,"Action,Sci-Fi,Thriller",4.2,196.0,,,0.0,2015-09-29,75000.0,0.0,-1.0,-1.0,en,Queen Crab,1.252,3.2,5,False
580,Queen of Katwe,2016.0,124.0,"Biography,Drama,Sport",7.4,13039.0,BV,8900000.0,1.0,2016-09-23,15000000.0,10055481.0,-0.40837406666666665,-0.3296346,en,Queen of Katwe,7.564,7.1,225,False
581,R.I.P.D.,2013.0,96.0,"Action,Adventure,Comedy",5.6,109078.0,Uni.,33600000.0,1.0,2013-07-19,130000000.0,79076678.0,-0.7413934230769231,-0.39171786153846155,en,R.I.P.D.,21.377,5.6,2047,False
582,RED 2,2013.0,116.0,"Action,Comedy,Crime",6.6,148846.0,,,0.0,2013-07-19,84000000.0,141507355.0,-0.3659219047619048,0.6846113690476191,en,RED 2,14.994000000000002,6.5,2368,False
583,Race,2016.0,134.0,"Biography,Drama,Sport",7.1,30777.0,,,0.0,2016-02-19,5000000.0,23745772.0,2.8230382,3.7491544,en,Race,8.705,7.2,910,False
584,Ramona and Beezus,2010.0,103.0,"Adventure,Comedy,Family",6.6,16086.0,Fox,26200000.0,1.0,2010-07-23,15000000.0,27469621.0,0.7444668,0.8313080666666667,en,Ramona and Beezus,7.442,6.3,460,False
585,Rampage,2018.0,107.0,"Action,Adventure,Sci-Fi",6.1,115891.0,,,0.0,2018-04-13,120000000.0,428056280.0,-0.15809805833333335,2.5671356666666667,en,Rampage,24.238000000000003,6.2,3176,False
586,Ready Player One,2018.0,140.0,"Action,Adventure,Sci-Fi",7.5,301660.0,WB,137700000.0,1.0,2018-03-29,150000000.0,579290136.0,-0.08206552,2.86193424,en,Ready Player One,30.029,7.6,7021,False
587,Red Dawn,2012.0,93.0,"Action,Sci-Fi,Thriller",5.4,69599.0,,,0.0,2012-11-21,65000000.0,48164150.0,-0.3106648769230769,-0.2590130769230769,en,Red Dawn,13.904000000000002,5.4,849,False
588,Red Riding Hood,2011.0,100.0,"Fantasy,Horror,Mystery",5.5,102369.0,WB,37700000.0,1.0,2011-03-11,42000000.0,91678442.0,-0.10328185714285715,1.1828200476190476,en,Red Riding Hood,11.856,5.9,1884,False
589,Red Sparrow,2018.0,140.0,"Action,Drama,Thriller",6.6,136738.0,Fox,46900000.0,1.0,2018-03-02,69000000.0,145951861.0,-0.32065934782608696,1.1152443623188406,en,Red Sparrow,18.117,6.5,3406,False
590,Red State,2011.0,88.0,"Action,Crime,Horror",6.2,59266.0,SMod,1100000.0,0.0,2011-09-23,4000000.0,1983596.0,-0.73364275,-0.504101,en,Red State,7.816,6.1,472,False
591,Repo Men,2010.0,111.0,"Action,Crime,Sci-Fi",6.3,96144.0,Uni.,13800000.0,1.0,2010-03-19,32000000.0,18195238.0,-0.56431228125,-0.4313988125,en,Repo Men,12.437000000000001,6.2,976,False
592,Resident Evil: Afterlife,2010.0,96.0,"Action,Adventure,Horror",5.9,153270.0,SGem,60100000.0,1.0,2010-09-10,57500000.0,295874190.0,0.045714191304347826,4.145638086956522,en,Resident Evil: Afterlife,0.667,5.9,2119,False
593,Resident Evil: Retribution,2012.0,95.0,"Action,Horror,Sci-Fi",5.4,125191.0,SGem,42300000.0,1.0,2012-09-14,65000000.0,240647629.0,-0.34853029230769234,2.7022712153846156,en,Resident Evil: Retribution,1.325,5.7,2321,False
594,Ricki and the Flash,2015.0,101.0,"Comedy,Drama,Music",5.9,20932.0,TriS,26800000.0,1.0,2015-08-07,18000000.0,41166033.0,0.4910832222222222,1.2870018333333333,en,Ricki and the Flash,8.247,5.8,473,False
595,Riddick,2013.0,119.0,"Action,Adventure,Sci-Fi",6.4,144821.0,Uni.,42000000.0,1.0,2013-09-06,38000000.0,94763758.0,0.10592460526315789,1.4937831052631578,en,Riddick,17.434,6.2,2852,False
596,Ride Along 2,2016.0,102.0,"Action,Comedy,Crime",5.9,48688.0,Uni.,91200000.0,1.0,2016-01-15,40000000.0,124827316.0,1.271567125,2.1206829,en,Ride Along 2,12.977,6.2,939,False
597,Rings,2017.0,102.0,"Drama,Horror,Mystery",4.5,34151.0,Par.,27800000.0,1.0,2017-02-03,25000000.0,82917283.0,0.11172072,2.31669132,en,Rings,13.53,4.9,1785,False
598,Rio 2,2014.0,101.0,"Adventure,Animation,Comedy",6.3,72209.0,Fox,131500000.0,1.0,2014-04-11,130000000.0,492846291.0,0.011834115384615384,2.7911253153846154,en,Rio 2,18.11,6.3,1803,False
599,Rise of the Guardians,2012.0,97.0,"Action,Adventure,Animation",7.3,145281.0,P/DW,103400000.0,1.0,2012-11-21,145000000.0,306900902.0,-0.2868085655172414,1.1165579448275862,en,Rise of the Guardians,14.934000000000001,7.3,3697,False
600,Road Hard,2015.0,98.0,Comedy,6.1,1681.0,,,0.0,2015-03-06,1500000.0,113169.0,-0.924554,-0.924554,en,Road Hard,1.08,6.6,12,False
601,RoboCop,2014.0,117.0,"Action,Crime,Sci-Fi",6.2,205798.0,,,0.0,2014-02-12,120000000.0,242981799.0,-0.511608275,1.024848325,en,RoboCop,17.851,5.8,3390,False
602,Rock of Ages,2012.0,123.0,"Comedy,Drama,Musical",5.9,69910.0,WB (NL),38500000.0,1.0,2012-06-15,70000000.0,61031932.0,-0.4497341,-0.12811525714285715,en,Rock of Ages,11.369000000000002,6.1,686,False
603,Rock the Kasbah,2015.0,106.0,"Comedy,Music,War",5.5,9587.0,,,0.0,2015-10-23,15000000.0,3386153.0,-0.7986223333333333,-0.7742564666666667,en,Rock the Kasbah,5.202999999999999,5.5,154,False
604,Rogue One: A Star Wars Story,2016.0,87.0,,6.5,49.0,BV,532200000.0,1.0,2016-12-16,200000000.0,1049102856.0,1.66088662,4.24551428,en,Rogue One: A Star Wars Story,21.401,7.5,9296,False
605,"Roman J. Israel, Esq.",2017.0,122.0,"Crime,Drama,Thriller",6.4,23632.0,Sony,12000000.0,1.0,2017-11-17,22000000.0,12967012.0,-0.4562403636363636,-0.41059036363636364,en,"Roman J. Israel, Esq.",12.687999999999999,6.2,499,False
606,Room,2015.0,118.0,"Drama,Thriller",8.2,316791.0,A24,14700000.0,1.0,2015-10-16,13000000.0,36262783.0,0.12905184615384616,1.7894448461538461,en,Room,20.0,8.1,5494,False
607,Rotor DR1,2015.0,98.0,"Family,Sci-Fi",3.4,280.0,,,0.0,2015-10-20,350000.0,0.0,-1.0,-1.0,en,Rotor DR1,1.247,4.3,4,False
608,Rough Night,2017.0,101.0,"Comedy,Crime,Thriller",5.2,39447.0,Sony,22100000.0,1.0,2017-06-16,20000000.0,46844357.0,0.10528215,1.34221785,en,Rough Night,14.338,5.6,1096,False
609,Rudderless,2014.0,105.0,"Comedy,Drama,Music",7.5,16303.0,Gold.,58300.0,0.0,2014-10-17,5000000.0,567219.0,-0.9887998,-0.8865562,en,Rudderless,8.03,7.4,149,False
610,Run All Night,2015.0,114.0,"Action,Drama,Thriller",6.6,94131.0,WB,26500000.0,1.0,2015-03-13,50000000.0,66961644.0,-0.47076712,0.33923288,en,Run All Night,17.592,6.4,1684,False
611,Sabotage,2014.0,109.0,"Action,Crime,Drama",5.7,55597.0,,,0.0,2014-03-28,35000000.0,18376443.0,-0.6997566285714286,-0.4749587714285714,en,Sabotage,14.055,5.5,779,False
612,Safety Not Guaranteed,2012.0,86.0,"Comedy,Drama,Romance",7.0,111907.0,FD,4000000.0,0.0,2012-06-08,750000.0,4422318.0,4.3479426666666665,4.896424,en,Safety Not Guaranteed,9.214,6.9,792,False
613,Salt,2010.0,100.0,"Action,Mystery,Thriller",6.4,277204.0,Sony,118300000.0,1.0,2010-07-23,130000000.0,290650494.0,-0.08991255384615385,1.2357730307692307,en,Salt,13.025,6.3,3240,False
614,Salvation Boulevard,2011.0,96.0,"Action,Comedy,Drama",5.3,4220.0,,,0.0,2011-07-15,5500000.0,28468.0,-0.994824,-0.994824,en,Salvation Boulevard,6.507000000000001,5.4,38,False
615,Same Kind of Different as Me,2017.0,119.0,"Biography,Drama",6.5,4319.0,,,0.0,2017-10-20,6500000.0,6423605.0,-0.011753076923076923,-0.011753076923076923,en,Same Kind of Different as Me,8.756,6.8,103,False
616,San Andreas,2015.0,114.0,"Action,Adventure,Drama",6.1,192750.0,WB (NL),155200000.0,1.0,2015-05-29,110000000.0,456258539.0,0.4108257454545455,3.1478049,en,San Andreas,27.414,6.1,5125,False
617,Sanctum,2011.0,108.0,"Adventure,Drama,Thriller",5.9,51318.0,Uni.,23200000.0,1.0,2011-02-04,30000000.0,108957098.0,-0.22635633333333333,2.631903266666667,en,Sanctum,7.457000000000001,5.9,515,False
618,Sausage Party,2016.0,89.0,"Adventure,Animation,Comedy",6.2,159111.0,Sony,97700000.0,1.0,2016-08-12,19000000.0,141344255.0,4.140545157894737,6.439171315789474,en,Sausage Party,15.232000000000001,5.6,4237,False
619,Savages,2012.0,131.0,"Crime,Drama,Thriller",6.5,115793.0,,,0.0,2012-07-06,45000000.0,82513490.0,0.051624444444444445,0.8336331111111112,en,Savages,7.504,6.3,1246,False
620,Scouts Guide to the Zombie Apocalypse,2015.0,93.0,"Action,Comedy,Horror",6.3,40479.0,Par.,3700000.0,1.0,2015-10-30,15000000.0,15554855.0,-0.7531302666666667,0.03699033333333333,en,Scouts Guide to the Zombie Apocalypse,10.450999999999999,6.2,915,False
621,Season of the Witch,2011.0,95.0,"Action,Adventure,Fantasy",5.4,85777.0,Rela.,24800000.0,1.0,2011-01-07,40000000.0,91126600.0,-0.3793193,1.278165,en,Season of the Witch,12.535,5.3,1352,False
622,Second Act,2018.0,103.0,"Comedy,Drama,Romance",5.8,13109.0,STX,39300000.0,1.0,2018-12-21,15700000.0,63288854.0,1.5020526751592356,3.0311371974522294,en,Second Act,16.322,6.2,361,False
623,Secret in Their Eyes,2015.0,111.0,"Crime,Drama,Mystery",6.3,37455.0,,,0.0,2015-11-20,20000000.0,32608019.0,0.00900775,0.63040095,en,Secret in Their Eyes,6.892,6.3,696,False
624,Secretariat,2010.0,123.0,"Biography,Drama,Family",7.2,24536.0,BV,59700000.0,1.0,2010-10-08,35000000.0,60376247.0,0.7057003714285714,0.7250356285714286,en,Secretariat,9.059,7.0,200,False
625,Seeking a Friend for the End of the World,2012.0,101.0,"Adventure,Comedy,Drama",6.7,102047.0,Focus,7100000.0,1.0,2012-06-22,10000000.0,11766959.0,-0.2921262,0.1766959,en,Seeking a Friend for the End of the World,8.092,6.4,1108,False
626,Seven Psychopaths,2012.0,110.0,"Comedy,Crime",7.2,223493.0,CBS,15000000.0,1.0,2012-10-12,13500000.0,33035736.0,0.11289251851851852,1.4470915555555555,en,Seven Psychopaths,10.967,6.8,2109,False
627,Sex Tape,2014.0,94.0,"Comedy,Romance",5.1,100520.0,Sony,38500000.0,1.0,2014-07-18,40000000.0,126069509.0,-0.036413175,2.151737725,en,Sex Tape,20.429000000000002,5.3,2684,False
628,Sex and the City 2,2010.0,146.0,"Comedy,Drama,Romance",4.4,69199.0,WB (NL),95300000.0,1.0,2010-05-27,95000000.0,294680778.0,0.003659915789473684,2.1019029263157893,en,Sex and the City 2,9.986,5.9,809,False
629,Sgt. Stubby: An American Hero,2018.0,84.0,"Adventure,Animation,Family",6.9,1225.0,,,0.0,2018-04-13,25000000.0,3645957.0,-0.8778286,-0.85416172,en,Sgt. Stubby: An American Hero,6.107,6.4,9,False
630,Shame,2011.0,101.0,Drama,7.2,171353.0,FoxS,3900000.0,1.0,2011-12-02,6500000.0,20412841.0,-0.38426261538461537,2.1404370769230767,en,Shame,13.152000000000001,7.0,1607,False
631,Shark Night 3D,2011.0,90.0,"Horror,Thriller",4.0,23190.0,Rela.,18900000.0,1.0,2011-09-02,25000000.0,18877153.0,-0.24491388,-0.24491388,en,Shark Night 3D,7.879,5.0,245,False
632,She's Out of My League,2010.0,104.0,"Comedy,Romance",6.4,117245.0,Par.,32000000.0,1.0,2010-03-12,20000000.0,48680977.0,0.600543,1.43404885,en,She's Out of My League,7.775,6.1,970,False
633,Sherlock Gnomes,2018.0,86.0,"Adventure,Animation,Comedy",5.1,8030.0,Par.,43200000.0,1.0,2018-03-23,59000000.0,87527651.0,-0.26706998305084745,0.48351950847457625,en,Sherlock Gnomes,12.987,5.4,343,False
634,Sherlock Holmes: A Game of Shadows,2011.0,129.0,"Action,Adventure,Crime",7.5,394189.0,WB,186800000.0,1.0,2011-12-16,125000000.0,535663443.0,0.494787344,3.285307544,en,Sherlock Holmes: A Game of Shadows,18.301,7.1,6380,False
635,Sicario,2015.0,121.0,"Action,Crime,Drama",7.6,328548.0,LGF,46900000.0,1.0,2015-09-18,30000000.0,84393749.0,0.5629764333333334,1.8131249666666667,en,Sicario,20.468,7.3,4475,False
636,Sicario: Day of the Soldado,2018.0,122.0,"Action,Crime,Drama",7.1,95650.0,Sony,50100000.0,1.0,2018-06-29,35000000.0,75885196.0,0.43045285714285714,1.168148457142857,en,Sicario: Day of the Soldado,29.725,6.7,1317,False
637,Side Effects,2013.0,106.0,"Crime,Drama,Mystery",7.1,168466.0,,,0.0,2013-02-08,30000000.0,66742138.0,0.07242523333333334,1.2247379333333333,en,Side Effects,9.426,6.5,1879,False
638,Silent Hill: Revelation 3D,2012.0,87.0,,6.5,49.0,ORF,17500000.0,1.0,2012-10-26,20000000.0,55975672.0,-0.12348905,1.7987836,en,Silent Hill: Revelation 3D,13.681,5.2,786,False
639,Sin City: A Dame to Kill For,2014.0,102.0,"Crime,Thriller",6.5,140666.0,,,0.0,2014-08-22,65000000.0,40650842.0,-0.7883414769230769,-0.3746024307692308,en,Sin City: A Dame to Kill For,20.896,6.3,2210,False
640,Sing,2016.0,108.0,"Animation,Comedy,Family",7.1,115951.0,Uni.,270400000.0,1.0,2016-12-21,75000000.0,634454789.0,2.6043872666666665,7.459397186666667,en,Sing,17.572,6.9,4303,False
641,Sinister 2,2015.0,97.0,"Horror,Mystery,Thriller",5.3,41782.0,Focus,27700000.0,1.0,2015-08-21,10000000.0,54104225.0,1.7740955,4.4104225,en,Sinister 2,9.916,5.8,1142,False
642,Skyline,2010.0,92.0,"Action,Sci-Fi,Thriller",4.4,83710.0,Uni.,21400000.0,1.0,2010-11-12,10000000.0,68264973.0,1.1416355,5.8264973,en,Skyline,8.847000000000001,4.8,833,False
643,Skyscraper,2018.0,102.0,"Action,Adventure,Thriller",5.8,81193.0,Uni.,68400000.0,1.0,2018-07-13,125000000.0,304115534.0,-0.45263904,1.432924272,en,Skyscraper,26.229,6.1,2177,False
644,Smallfoot,2018.0,96.0,"Adventure,Animation,Comedy",6.7,23295.0,WB,83200000.0,1.0,2018-09-28,80000000.0,213691277.0,0.0405012875,1.6711409625,en,Smallfoot,26.230999999999998,6.6,600,False
645,Smurfs: The Lost Village,2017.0,90.0,"Adventure,Animation,Comedy",6.0,15612.0,Sony,45000000.0,1.0,2017-04-07,60000000.0,197578586.0,-0.24966196666666668,2.292976433333333,en,Smurfs: The Lost Village,15.663,6.2,736,False
646,Snitch,2013.0,112.0,"Action,Drama,Thriller",6.5,78142.0,LG/S,42900000.0,0.0,2013-02-22,15000000.0,57907734.0,1.8620308,2.8605156,en,Snitch,16.673,5.9,1493,False
647,Snow Flower and the Secret Fan,2011.0,104.0,"Drama,History",6.1,3429.0,FoxS,1300000.0,1.0,2011-07-15,6000000.0,11348205.0,-0.7752991666666667,0.8913675,en,Snow Flower and the Secret Fan,4.519,5.9,39,False
648,Snow White and the Huntsman,2012.0,127.0,"Action,Adventure,Drama",6.1,258938.0,Uni.,155300000.0,1.0,2012-06-01,170000000.0,401021746.0,-0.08743085294117647,1.3589514470588235,en,Snow White and the Huntsman,21.233,5.9,5258,False
649,Snowden,2016.0,134.0,"Biography,Drama,Thriller",7.3,119149.0,ORF,21600000.0,1.0,2016-09-16,50000000.0,35380918.0,-0.56824962,-0.29238164,en,Snowden,13.703,7.1,2427,False
650,Solo: A Star Wars Story,2018.0,135.0,"Action,Adventure,Fantasy",7.0,226243.0,BV,213800000.0,1.0,2018-05-25,275000000.0,393151347.0,-0.22266359272727274,0.4296412618181818,en,Solo: A Star Wars Story,29.502,6.6,3838,False
651,Somewhere,2010.0,97.0,"Comedy,Drama",6.3,40250.0,Focus,1800000.0,1.0,2010-12-22,7000000.0,17023121.0,-0.7449078571428571,1.4318744285714287,en,Somewhere,7.596,6.1,376,False
652,Son of God,2014.0,138.0,"Biography,Drama,History",5.8,17606.0,Fox,59700000.0,1.0,2014-02-28,22000000.0,70949793.0,1.7136392727272727,2.224990590909091,en,Son of God,8.289,6.4,123,False
653,Sorry to Bother You,2018.0,111.0,"Comedy,Fantasy,Sci-Fi",7.0,40290.0,,,0.0,2018-07-06,3200000.0,18285560.0,4.4665925,4.7142375,en,Sorry to Bother You,15.887,6.9,481,False
654,Soul Surfer,2011.0,112.0,"Biography,Drama,Family",7.1,41659.0,TriS,43900000.0,1.0,2011-04-08,18000000.0,47158652.0,1.4363013333333334,1.619925111111111,en,Soul Surfer,8.459,7.0,688,False
655,Source Code,2011.0,93.0,"Action,Drama,Sci-Fi",7.5,452036.0,Sum.,54700000.0,1.0,2011-04-01,32000000.0,140428499.0,0.70975709375,3.38839059375,en,Source Code,13.495,7.2,4529,False
656,Southpaw,2015.0,124.0,"Drama,Sport",7.4,199783.0,Wein.,52400000.0,1.0,2015-07-24,30000000.0,94156456.0,0.7473984333333333,2.138548533333333,en,Southpaw,25.305,7.4,3424,False
657,Sparkle,2012.0,116.0,"Drama,Music",5.7,5643.0,,,0.0,2012-08-17,10000000.0,24660323.0,1.4397469,1.4660323,en,Sparkle,4.417,5.9,53,False
658,Spectre,2015.0,148.0,"Action,Adventure,Thriller",6.8,352504.0,Sony,200100000.0,1.0,2015-11-06,300000000.0,879620923.0,-0.33308608333333334,1.9320697433333334,en,Spectre,30.318,6.4,6719,False
659,Spider-Man: Homecoming,2017.0,133.0,"Action,Adventure,Sci-Fi",7.5,426302.0,Sony,334200000.0,1.0,2017-07-07,175000000.0,880166350.0,0.9097208,4.029522,en,Spider-Man: Homecoming,46.775,7.4,11585,False
660,Spotlight,2015.0,99.0,Drama,8.0,12.0,ORF,45100000.0,1.0,2015-11-06,20000000.0,92088460.0,1.2527888,3.604423,en,Spotlight,16.354,7.8,4935,False
661,Spy Kids: All the Time in the World,2011.0,87.0,,6.5,49.0,W/Dim.,38500000.0,1.0,2011-08-19,27000000.0,80681183.0,0.4272731851851852,1.988191962962963,en,Spy Kids: All the Time in the World,10.009,4.6,487,False
662,Standing Ovation,2010.0,105.0,Musical,3.3,658.0,,,0.0,2010-07-16,5600000.0,531806.0,-0.9050346428571429,-0.9050346428571429,en,Standing Ovation,1.224,4.3,12,False
663,Star Trek Beyond,2016.0,122.0,"Action,Adventure,Sci-Fi",7.1,209844.0,Par.,158800000.0,1.0,2016-07-22,185000000.0,335802233.0,-0.14136032432432433,0.8151472054054054,en,Star Trek Beyond,19.142,6.7,4275,False
664,Star Trek Into Darkness,2013.0,132.0,"Action,Adventure,Sci-Fi",7.7,445535.0,Par.,228800000.0,1.0,2013-05-16,190000000.0,467381584.0,0.20409821578947368,1.4599030736842105,en,Star Trek Into Darkness,20.487,7.4,6182,False
665,Step Up 3D,2010.0,107.0,"Drama,Music,Romance",6.2,53081.0,,,0.0,2010-08-06,30000000.0,165889117.0,0.4133407666666667,4.529637233333333,en,Step Up 3D,17.174,6.7,1160,False
666,Step Up Revolution,2012.0,99.0,"Drama,Music,Romance",6.5,51295.0,LG/S,35100000.0,1.0,2012-07-27,33000000.0,165552290.0,0.062869,4.0167360606060605,en,Step Up Revolution,10.925,6.8,1252,False
667,Steve Jobs,2015.0,122.0,"Biography,Drama",7.2,138668.0,Uni.,17800000.0,1.0,2015-10-09,30000000.0,35579007.0,-0.40777806666666666,0.1859669,en,Steve Jobs,8.895,6.8,2572,False
668,Stoker,2013.0,99.0,"Drama,Thriller",6.8,97393.0,FoxS,1700000.0,1.0,2013-03-01,12000000.0,12034913.0,-0.8580729166666666,0.0029094166666666665,en,Stoker,10.738,6.6,1282,False
669,Storks,2016.0,87.0,"Adventure,Animation,Comedy",6.8,50448.0,WB,72700000.0,1.0,2016-09-23,70000000.0,183353431.0,0.0382754,1.6193347285714286,en,Storks,12.100999999999999,6.5,1308,False
670,Straight A's,2013.0,91.0,"Comedy,Drama",5.7,4197.0,,,0.0,2013-03-19,2000000.0,0.0,-1.0,-1.0,en,Straight A's,5.307,5.3,71,False
671,Straight Outta Compton,2015.0,147.0,"Biography,Drama,History",7.9,165307.0,Uni.,161200000.0,1.0,2015-08-14,28000000.0,202182981.0,4.75706375,6.22082075,en,Straight Outta Compton,11.731,7.7,2048,False
672,Strangerland,2015.0,112.0,"Drama,Mystery,Thriller",5.2,7999.0,Alc,17500.0,0.0,2015-07-10,10000000.0,161097.0,-0.9982528,-0.9838903,en,Strangerland,5.91,5.2,135,False
673,Straw Dogs,2011.0,110.0,"Action,Drama,Thriller",5.8,30924.0,,,0.0,2011-09-16,25000000.0,11253821.0,-0.58702236,-0.54984716,en,Straw Dogs,8.749,5.7,255,False
