,title,year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross_x,foreign_gross,release_date,production_budget,worldwide_gross,domestic_roi,worldwide_roi,original_language,original_title,popularity,vote_average,vote_count,title_change
244,Exodus: Gods and Kings,2014.0,150.0,"Action,Adventure,Drama",6.0,150858.0,Fox,65000000.0,1.0,2014-12-12,140000000.0,268314513.0,-0.5356106214285714,0.9165322357142857,en,Exodus: Gods and Kings,26.789,5.7,2909,False
245,Fantastic Beasts and Where to Find Them,2016.0,132.0,"Adventure,Family,Fantasy",7.3,365353.0,,,0.0,2016-11-18,180000000.0,802402853.0,0.30020875,3.457793627777778,en,Fantastic Beasts and Where to Find Them,28.563000000000002,7.4,12152,False
246,Fantastic Beasts: The Crimes of Grindelwald,2018.0,134.0,"Adventure,Family,Fantasy",6.6,163151.0,WB,159600000.0,1.0,2018-11-16,200000000.0,652220086.0,-0.202220495,2.26110043,en,Fantastic Beasts: The Crimes of Grindelwald,48.508,6.9,4870,False
247,Fantastic Four,2015.0,100.0,"Action,Adventure,Drama",4.3,140148.0,Fox,56100000.0,1.0,2015-08-07,120000000.0,167849187.0,-0.5323537666666667,0.398743225,en,Fantastic Four,16.36,4.4,3837,False
248,Ferdinand,2017.0,108.0,"Adventure,Animation,Comedy",6.7,40229.0,Fox,84400000.0,1.0,2017-12-15,111000000.0,289847930.0,-0.23954612612612614,1.6112426126126127,en,Ferdinand,19.479,7.1,1425,False
249,Fifty Shades Darker,2017.0,118.0,"Drama,Romance",4.6,81706.0,Uni.,114600000.0,1.0,2017-02-10,55000000.0,381398492.0,1.0806183636363635,5.934518036363636,en,Fifty Shades Darker,12.083,6.1,4489,False
250,Fifty Shades Freed,2018.0,105.0,"Drama,Romance,Thriller",4.5,43893.0,Uni.,100400000.0,1.0,2018-02-09,55000000.0,371350619.0,0.8255956363636363,5.751829436363637,en,Fifty Shades Freed,22.511999999999997,6.1,3535,False
251,Fifty Shades of Black,2016.0,92.0,Comedy,3.5,17189.0,ORF,11700000.0,1.0,2016-01-29,5000000.0,22113075.0,1.337388,3.422615,en,Fifty Shades of Black,8.783999999999999,4.4,677,False
252,Fifty Shades of Grey,2015.0,125.0,"Drama,Romance,Thriller",4.1,279126.0,Uni.,166200000.0,1.0,2015-02-13,40000000.0,570998101.0,3.15418075,13.274952525,en,Fifty Shades of Grey,21.229,5.4,6451,False
253,Fight Valley,2016.0,90.0,"Action,Drama",2.7,494.0,,,0.0,2016-07-22,20000000.0,0.0,-1.0,-1.0,en,Fight Valley,2.199,3.5,14,False
254,Final Destination 5,2011.0,92.0,Horror,5.9,98061.0,WB (NL),42600000.0,1.0,2011-08-12,40000000.0,155011165.0,0.064691075,2.875279125,en,Final Destination 5,13.392000000000001,6.0,1701,False
255,Finding Dory,2016.0,97.0,"Adventure,Animation,Comedy",7.3,213542.0,BV,486300000.0,1.0,2016-06-17,200000000.0,1021215193.0,1.431477805,4.106075965,en,Finding Dory,15.392999999999999,7.0,7845,False
256,Fist Fight,2017.0,91.0,Comedy,5.6,35136.0,WB (NL),32200000.0,1.0,2017-02-17,25000000.0,40286416.0,0.28748068,0.61145664,en,Fist Fight,9.808,6.0,708,False
257,Flatliners,2017.0,109.0,"Drama,Horror,Mystery",5.2,33752.0,,,0.0,2017-09-29,20000000.0,45173738.0,-0.15584425,1.2586869,en,Flatliners,9.844,5.7,1249,False
258,Florence Foster Jenkins,2016.0,111.0,"Biography,Comedy,Drama",6.8,44970.0,Par.,27400000.0,1.0,2016-08-12,29000000.0,56000339.0,-0.05573206896551724,0.9310461724137931,en,Florence Foster Jenkins,8.453,6.7,849,False
259,Footloose,2011.0,113.0,"Comedy,Drama,Music",5.9,43251.0,,,0.0,2011-10-14,24000000.0,62989834.0,1.1584475833333334,1.6245764166666667,en,Footloose,10.269,6.6,929,False
260,For Colored Girls,2010.0,133.0,Drama,6.1,6728.0,LGF,37700000.0,1.0,2010-11-05,21000000.0,38017873.0,0.7966522857142857,0.8103749047619048,en,For Colored Girls,2.858,6.8,33,False
261,For Greater Glory: The True Story of Cristiada,2012.0,145.0,"Drama,History,War",6.6,4202.0,,,0.0,2012-06-01,12000000.0,10026255.0,-0.5275765833333333,-0.16447875,en,For Greater Glory: The True Story of Cristiada,4.519,6.6,63,False
262,Four Lions,2010.0,97.0,"Comedy,Crime,Drama",7.3,66209.0,Drft.,305000.0,1.0,2010-11-05,3750000.0,2436111.0,-0.9173314666666667,-0.3503704,en,Four Lions,9.968,7.0,621,False
263,Frankenweenie,2012.0,87.0,"Animation,Comedy,Family",7.0,89489.0,BV,35300000.0,1.0,2012-10-05,39000000.0,81150788.0,-0.09518492307692308,1.080789435897436,en,Frankenweenie,14.627,6.8,1685,False
264,Freakonomics,2010.0,93.0,Documentary,6.4,6466.0,Magn.,101000.0,1.0,2010-10-01,2900000.0,172867.0,-0.9650793103448276,-0.9403906896551724,en,Freakonomics,5.705,6.6,57,False
265,Freaks of Nature,2015.0,92.0,"Comedy,Horror,Sci-Fi",5.9,9670.0,,,0.0,2015-10-30,33000000.0,70958.0,-0.9978497575757576,-0.9978497575757576,en,Freaks of Nature,9.31,5.8,231,False
266,Free Birds,2013.0,91.0,"Adventure,Animation,Comedy",5.9,20934.0,Rela.,55800000.0,1.0,2013-11-01,55000000.0,110387072.0,0.013645090909090909,1.0070376727272727,en,Free Birds,11.062000000000001,5.8,410,False
267,Free State of Jones,2016.0,139.0,"Action,Biography,Drama",6.9,45135.0,STX,20800000.0,1.0,2016-06-24,50000000.0,23237252.0,-0.58379928,-0.53525496,en,Free State of Jones,8.574,6.6,787,False
268,Freeheld,2015.0,103.0,"Biography,Drama,Romance",6.5,10534.0,LGF,573000.0,0.0,2015-10-02,7000000.0,1732228.0,-0.9219712857142857,-0.7525388571428572,en,Freeheld,7.313,7.3,360,False
269,Fright Night,2011.0,106.0,"Comedy,Horror",6.4,94555.0,,,0.0,2011-08-19,30000000.0,40520649.0,-0.39004503333333335,0.3506883,en,Fright Night,12.078,6.0,1024,False
270,Fun Size,2012.0,86.0,"Adventure,Comedy",5.4,12926.0,Par.,9400000.0,1.0,2012-10-26,14000000.0,11166615.0,-0.32789014285714285,-0.20238464285714286,en,Fun Size,7.072,5.5,249,False
271,Furious 7,2015.0,87.0,,6.5,49.0,Uni.,353000000.0,1.0,2015-04-03,190000000.0,1518722794.0,0.8579316842105263,6.9932778631578945,en,Furious 7,20.396,7.3,6538,False
272,Fury,2014.0,134.0,"Action,Drama,War",7.6,381993.0,,,0.0,2014-10-17,80000000.0,210315681.0,0.072723825,1.6289460125,en,Fury,29.116999999999997,7.4,6653,False
273,Game Night,2018.0,100.0,"Action,Comedy,Crime",7.0,163279.0,WB (NL),69200000.0,1.0,2018-02-23,37000000.0,117378084.0,0.8697044864864865,2.1723806486486485,en,Game Night,19.459,6.9,2756,False
274,Gangster Squad,2013.0,113.0,"Action,Crime,Drama",6.7,195560.0,WB,46000000.0,1.0,2013-01-11,60000000.0,104100903.0,-0.23331828333333332,0.73501505,en,Gangster Squad,13.029000000000002,6.3,2527,False
275,Geostorm,2017.0,109.0,"Action,Sci-Fi,Thriller",5.3,78287.0,WB,33700000.0,1.0,2017-10-20,100000000.0,220796009.0,-0.6629984,1.20796009,en,Geostorm,13.652999999999999,5.8,2246,False
276,Get Him to the Greek,2010.0,109.0,"Adventure,Comedy,Music",6.4,161653.0,Uni.,61000000.0,1.0,2010-06-04,40000000.0,91455875.0,0.52883815,1.286396875,en,Get Him to the Greek,8.485,5.9,980,False
277,Get Out,2017.0,104.0,"Horror,Mystery,Thriller",7.7,400474.0,Uni.,176000000.0,1.0,2017-02-24,5000000.0,255367951.0,34.208133,50.0735902,en,Get Out,24.739,7.5,8760,False
278,Get on Up,2014.0,139.0,"Biography,Drama,Music",6.9,19024.0,,,0.0,2014-08-01,30000000.0,33339868.0,0.018997833333333332,0.11132893333333334,en,Get on Up,6.287999999999999,6.7,251,False
279,Ghost in the Shell,2017.0,107.0,"Action,Drama,Sci-Fi",6.4,176499.0,,,0.0,2017-03-31,110000000.0,167910690.0,-0.6312403909090909,0.5264608181818182,en,Ghost in the Shell,21.308000000000003,6.0,5128,False
280,Ghostbusters,2016.0,116.0,"Action,Comedy,Fantasy",5.2,186788.0,,,0.0,2016-07-15,144000000.0,229008658.0,-0.10867656944444444,0.5903379027777778,en,Ghostbusters,16.079,5.4,3780,False
281,Girls Trip,2017.0,122.0,"Comedy,Drama",6.2,29321.0,Uni.,115200000.0,1.0,2017-07-21,28000000.0,140886353.0,3.111018392857143,4.0316554642857145,en,Girls Trip,8.589,6.8,968,False
282,Gods of Egypt,2016.0,127.0,"Action,Adventure,Fantasy",5.4,95111.0,LG/S,31200000.0,1.0,2016-02-26,140000000.0,138836756.0,-0.7774752571428571,-0.008308885714285714,en,Gods of Egypt,18.517,5.4,2353,False
283,Godzilla,2014.0,123.0,"Action,Adventure,Sci-Fi",6.4,350687.0,,,0.0,2014-05-16,160000000.0,529076069.0,0.25422543125,2.30672543125,en,Godzilla,24.982,6.1,5053,False
284,Going in Style,2017.0,96.0,"Comedy,Crime",6.6,66418.0,,,0.0,2017-04-07,24000000.0,78672579.0,0.8757725416666666,2.278024125,en,Going in Style,11.25,6.6,1324,False
285,Gone Girl,2014.0,149.0,"Drama,Mystery,Thriller",8.1,761592.0,Fox,167800000.0,1.0,2014-10-03,61000000.0,368567189.0,1.7502817868852458,5.042085065573771,en,Gone Girl,31.215,7.9,10459,False
286,Goosebumps,2015.0,103.0,"Adventure,Comedy,Family",6.3,72858.0,Sony,80100000.0,1.0,2015-10-16,58000000.0,158905324.0,0.3805078965517241,1.7397469655172413,en,Goosebumps,18.957,6.2,2147,False
287,Goosebumps 2: Haunted Halloween,2018.0,90.0,"Adventure,Comedy,Family",5.6,11459.0,Sony,46700000.0,1.0,2018-10-12,35000000.0,93291478.0,0.3342091714285714,1.6654708,en,Goosebumps 2: Haunted Halloween,20.238,5.6,428,False
288,Gotti,2018.0,112.0,"Biography,Crime,Drama",4.8,10358.0,VE,4300000.0,0.0,2018-06-15,10000000.0,6089100.0,-0.5713633,-0.39109,en,Gotti,10.033999999999999,5.2,231,False
289,Grace Unplugged,2013.0,102.0,"Drama,Music",6.2,3006.0,,,0.0,2013-10-04,1700000.0,2507159.0,0.47479941176470586,0.47479941176470586,en,Grace Unplugged,1.9569999999999999,6.3,38,False
290,Grave Encounters,2011.0,92.0,Horror,6.1,48125.0,,,0.0,2011-09-09,2000000.0,2151887.0,-1.0,0.0759435,en,Grave Encounters,8.475,6.2,700,False
291,Gravity,2013.0,91.0,"Drama,Sci-Fi,Thriller",7.7,710018.0,WB,274100000.0,1.0,2013-10-04,110000000.0,693698673.0,1.4917518636363636,5.306351572727273,en,Gravity,27.836,7.2,9586,False
292,Greater,2016.0,130.0,"Biography,Family,Sport",7.2,3438.0,,,0.0,2016-08-26,9000000.0,2000093.0,-0.7777674444444445,-0.7777674444444445,en,Greater,1.891,7.3,37,False
293,Green Book,2018.0,130.0,"Biography,Comedy,Drama",8.3,204972.0,Uni.,85100000.0,1.0,2018-11-16,23000000.0,322034439.0,2.6991378695652175,13.001497347826087,en,Green Book,36.284,8.3,3499,False
294,Green Lantern,2011.0,114.0,"Action,Adventure,Sci-Fi",5.5,252281.0,WB,116600000.0,1.0,2011-06-17,200000000.0,219535492.0,-0.41699414,0.09767746,en,Green Lantern,17.257,5.1,4290,False
295,Grown Ups 2,2013.0,101.0,Comedy,5.4,128500.0,Sony,133699999.0,1.0,2013-07-12,80000000.0,247023808.0,0.6708565625,2.0877976,en,Grown Ups 2,11.289000000000001,5.9,2090,False
296,Grudge Match,2013.0,113.0,"Comedy,Drama,Sport",6.4,54080.0,WB,29800000.0,1.0,2013-12-25,40000000.0,69807260.0,-0.2548185,0.7451815,en,Grudge Match,7.917999999999999,6.0,711,False
297,Guardians of the Galaxy,2014.0,121.0,"Action,Adventure,Comedy",8.1,948394.0,BV,333200000.0,1.0,2014-08-01,170000000.0,770867516.0,0.9598359529411765,3.5345148,en,Guardians of the Galaxy,49.606,7.9,17958,False
298,Gulliver's Travels,2010.0,85.0,"Adventure,Comedy,Family",4.9,61178.0,Fox,42800000.0,1.0,2010-12-25,112000000.0,232017848.0,-0.6180423125,1.0715879285714285,en,Gulliver's Travels,10.767999999999999,5.1,1282,False
299,Hacksaw Ridge,2016.0,139.0,"Biography,Drama,History",8.1,366904.0,LGF,67200000.0,1.0,2016-11-04,40000000.0,168904682.0,0.680240375,3.22261705,en,Hacksaw Ridge,24.074,8.1,6608,False
300,"Hail, Caesar!",2016.0,106.0,"Comedy,Drama,Music",6.3,111422.0,Uni.,30500000.0,1.0,2016-02-05,22000000.0,64160680.0,0.36728295454545457,1.9163945454545455,en,"Hail, Caesar!",12.312000000000001,5.9,2328,False
301,Hall Pass,2011.0,105.0,"Comedy,Romance",5.9,113775.0,WB (NL),45100000.0,1.0,2011-02-25,68000000.0,87173475.0,-0.33734214705882354,0.2819628676470588,en,Hall Pass,9.984,5.5,1009,False
302,Halloween,2018.0,106.0,"Horror,Thriller",6.6,88395.0,,,0.0,2018-10-19,10000000.0,254900667.0,14.9342015,24.4900667,en,Halloween,20.839000000000002,6.4,2020,False
303,Hands of Stone,2016.0,111.0,"Action,Biography,Drama",6.6,12851.0,Wein.,4700000.0,0.0,2016-08-26,20000000.0,5031975.0,-0.7643604,-0.74840125,en,Hands of Stone,8.17,6.1,167,False
304,Hanna,2011.0,111.0,"Action,Drama,Thriller",6.8,179178.0,Focus,40300000.0,1.0,2011-04-08,30000000.0,65343694.0,0.34197063333333333,1.1781231333333333,en,Hanna,9.709,6.6,1944,False
305,Hansel & Gretel: Witch Hunters,2013.0,88.0,"Action,Fantasy,Horror",6.1,183387.0,,,0.0,2013-01-25,50000000.0,214949716.0,0.1140695,3.29899432,en,Hansel & Gretel: Witch Hunters,15.982000000000001,5.9,4548,False
306,Happy Death Day,2017.0,96.0,"Horror,Mystery,Thriller",6.5,87132.0,Uni.,55700000.0,1.0,2017-10-13,5000000.0,125010260.0,10.136769,24.002052,en,Happy Death Day,21.23,6.6,3211,False
307,Hardflip,2012.0,112.0,"Action,Drama",5.6,673.0,,,0.0,2012-06-01,1000000.0,96734.0,-0.903266,-0.903266,en,Hardflip,1.186,5.0,7,False
308,Harry Brown,2010.0,87.0,,6.5,49.0,Gold.,1800000.0,1.0,2010-04-30,7300000.0,12023606.0,-0.7508656164383561,0.6470693150684932,en,Harry Brown,10.555,6.8,505,False
309,Hearts Beat Loud,2018.0,97.0,"Comedy,Drama,Music",6.9,6543.0,,,0.0,2018-06-08,2000000.0,2420962.0,0.193127,0.210481,en,Hearts Beat Loud,13.200999999999999,7.4,87,False
310,Heaven is for Real,2014.0,87.0,,6.5,49.0,TriS,91400000.0,1.0,2014-04-16,12000000.0,100916299.0,6.615508083333333,7.409691583333333,en,Heaven is for Real,9.718,6.2,363,False
311,Hell Fest,2018.0,89.0,Horror,5.5,8662.0,LGF,11100000.0,1.0,2018-09-28,5500000.0,18119231.0,1.019532909090909,2.2944056363636363,en,Hell Fest,12.955,5.5,273,False
312,Hell or High Water,2016.0,102.0,"Action,Crime,Drama",7.6,176469.0,LGF,27000000.0,1.0,2016-08-12,12000000.0,37584304.0,1.2506536666666668,2.1320253333333334,en,Hell or High Water,15.749,7.3,2468,False
313,Henry & Me,2014.0,67.0,"Animation,Family",6.2,132.0,,,0.0,2014-08-18,5000000.0,0.0,-1.0,-1.0,en,Henry & Me,0.6,4.7,3,False
314,Hercules,2014.0,112.0,Comedy,6.2,72.0,,,0.0,2014-07-25,100000000.0,243388614.0,-0.27311386,1.43388614,en,Hercules,23.921999999999997,5.6,2606,False
315,Here Comes the Boom,2012.0,105.0,"Action,Comedy,Sport",6.4,81761.0,Sony,45300000.0,1.0,2012-10-12,42000000.0,73239258.0,0.07834090476190476,0.7437918571428571,en,Here Comes the Boom,10.265,6.0,812,False
316,Hereditary,2018.0,127.0,"Drama,Horror,Mystery",7.3,151571.0,A24,44100000.0,1.0,2018-06-08,10000000.0,70133905.0,3.4069456,6.0133905,en,Hereditary,26.185,7.0,2491,False
317,Higher Power,2018.0,93.0,"Action,Sci-Fi,Thriller",5.3,2152.0,,,0.0,2018-05-11,500000.0,528.0,-0.998944,-0.998944,en,Higher Power,7.544,4.9,43,False
318,Hitman: Agent 47,2015.0,96.0,"Action,Adventure,Crime",5.7,80510.0,Fox,22500000.0,1.0,2015-08-21,35000000.0,82182803.0,-0.35807285714285714,1.3480800857142856,en,Hitman: Agent 47,14.082,5.6,1764,False
319,Hobo with a Shotgun,2011.0,86.0,"Action,Comedy,Horror",6.1,41633.0,,,0.0,2011-05-06,3000000.0,834953.0,-0.7655426666666667,-0.7216823333333333,en,Hobo with a Shotgun,8.844,5.9,300,False
320,Holmes & Watson,2018.0,90.0,"Adventure,Comedy,Crime",3.8,17661.0,,,0.0,2018-12-25,42000000.0,41926605.0,-0.2721727857142857,-0.0017475,en,Holmes & Watson,19.331,4.1,217,False
321,Holy Motors,2012.0,115.0,"Drama,Fantasy",7.1,36874.0,IM,641000.0,0.0,2012-10-17,4000000.0,4230426.0,-0.8397365,0.0576065,fr,Holy Motors,5.31,7.0,431,False
322,Home Again,2017.0,97.0,"Comedy,Drama,Romance",5.8,22614.0,ORF,27000000.0,0.0,2017-09-08,15000000.0,37336874.0,0.8013522666666667,1.4891249333333334,en,Home Again,10.478,5.9,659,False
323,Home Run,2013.0,113.0,"Drama,Sport",6.0,2745.0,,,0.0,2013-04-19,1200000.0,2859955.0,1.3832958333333334,1.3832958333333334,en,Home Run,3.843,6.3,33,False
324,Homefront,2013.0,100.0,"Action,Thriller",6.5,98549.0,ORF,20200000.0,1.0,2013-11-27,22000000.0,51695362.0,-0.0837049090909091,1.3497891818181817,en,Homefront,14.422,6.5,1410,False
325,Hop,2011.0,95.0,"Adventure,Animation,Comedy",5.4,28893.0,Uni.,108100000.0,1.0,2011-04-01,63000000.0,188657593.0,0.7156397619047619,1.9945649682539683,en,Hop,14.738,5.6,611,False
326,Horrible Bosses,2011.0,98.0,"Comedy,Crime",6.9,398695.0,WB (NL),117500000.0,1.0,2011-07-08,35000000.0,212417601.0,2.358244542857143,5.069074314285714,en,Horrible Bosses,14.058,6.5,3842,False
327,Horrible Bosses 2,2014.0,108.0,"Comedy,Crime",6.3,144442.0,WB,54400000.0,1.0,2014-11-26,40000000.0,105945357.0,0.361133925,1.648633925,en,Horrible Bosses 2,18.421,6.2,2581,False
328,Hot Pursuit,2015.0,87.0,"Action,Comedy,Crime",5.1,44723.0,WB (NL),34600000.0,1.0,2015-05-08,35000000.0,45671512.0,-0.011994257142857142,0.30490034285714285,en,Hot Pursuit,9.607000000000001,5.6,1000,False
329,Hot Tub Time Machine,2010.0,101.0,"Comedy,Sci-Fi",6.4,153962.0,MGM,50300000.0,1.0,2010-03-26,36000000.0,65967750.0,0.39638497222222224,0.8324375,en,Hot Tub Time Machine,10.15,6.0,1383,False
330,Hot Tub Time Machine 2,2015.0,93.0,"Comedy,Mystery,Sci-Fi",5.1,34444.0,Par.,12300000.0,1.0,2015-02-20,14000000.0,12826644.0,-0.12038207142857144,-0.08381114285714286,en,Hot Tub Time Machine 2,8.052999999999999,5.1,512,False
331,Hotel Artemis,2018.0,94.0,"Action,Drama,Sci-Fi",6.1,30586.0,Global Road,6700000.0,1.0,2018-06-08,15000000.0,12758799.0,-0.5527908666666667,-0.1494134,en,Hotel Artemis,14.585,5.9,471,False
332,Hotel Transylvania,2012.0,91.0,"Animation,Comedy,Family",7.1,204571.0,Sony,148300000.0,1.0,2012-09-28,85000000.0,378505812.0,0.7448593882352941,3.4530095529411766,en,Hotel Transylvania,15.318,6.9,5013,False
333,Hotel Transylvania 2,2015.0,89.0,"Animation,Comedy,Family",6.7,92905.0,Sony,169700000.0,1.0,2015-09-25,80000000.0,469500298.0,1.121251375,4.868753725,en,Hotel Transylvania 2,16.553,6.7,3184,False
334,House at the End of the Street,2012.0,101.0,"Drama,Horror,Thriller",5.6,66303.0,,,0.0,2012-09-21,6900000.0,44103982.0,3.5814371014492754,5.391881449275362,en,House at the End of the Street,8.72,5.8,1033,False
335,Housebound,2014.0,107.0,"Comedy,Horror,Mystery",6.8,29757.0,,,0.0,2014-10-17,1500000.0,236863.0,-1.0,-0.8420913333333333,en,Housebound,8.455,6.6,505,False
336,How to Be a Latin Lover,2017.0,115.0,"Comedy,Drama",5.9,11747.0,,,0.0,2017-04-28,10000000.0,62556228.0,2.2149404,5.2556228,en,How to Be a Latin Lover,11.0,6.3,197,False
337,How to Train Your Dragon,2010.0,98.0,"Action,Adventure,Animation",8.1,611299.0,P/DW,217600000.0,1.0,2010-03-26,165000000.0,494870992.0,0.31867413333333333,1.9992181333333334,en,How to Train Your Dragon,28.734,7.7,7610,False
338,How to Train Your Dragon 2,2014.0,102.0,"Action,Adventure,Animation",7.8,278205.0,Fox,177000000.0,1.0,2014-06-13,145000000.0,614586270.0,0.22070982068965517,3.238526,en,How to Train Your Dragon 2,27.105999999999998,7.7,5589,False
339,Hunt for the Wilderpeople,2016.0,101.0,"Adventure,Comedy,Drama",7.9,87532.0,Orch.,5200000.0,0.0,2016-06-24,2500000.0,23845533.0,1.0821884,8.5382132,en,Hunt for the Wilderpeople,12.545,7.8,915,False
340,I Can Only Imagine,2018.0,110.0,"Biography,Drama,Family",7.4,11439.0,,,0.0,2018-03-16,7000000.0,85604221.0,10.926050285714286,11.22917442857143,en,I Can Only Imagine,9.7,7.6,155,False
341,I Don't Know How She Does It,2011.0,89.0,"Comedy,Romance",4.9,18552.0,Wein.,9700000.0,1.0,2011-09-16,24000000.0,24474463.0,-0.5975385833333333,0.019769291666666668,en,I Don't Know How She Does It,8.271,5.2,231,False
342,I Feel Pretty,2018.0,110.0,"Comedy,Romance",5.4,39936.0,STX,48800000.0,1.0,2018-04-20,32000000.0,91553797.0,0.52486253125,1.86105615625,en,I Feel Pretty,16.298,6.4,1088,False
343,I Origins,2014.0,106.0,"Drama,Romance,Sci-Fi",7.4,104718.0,FoxS,336000.0,0.0,2014-07-18,1000000.0,852399.0,-0.663528,-0.147601,en,I Origins,8.459,7.6,1814,False
344,I Spit on Your Grave,2010.0,108.0,"Horror,Thriller",6.3,68592.0,Anch.,93100.0,1.0,2010-10-08,1750000.0,1278471.0,-0.946828,-0.2694451428571429,en,I Spit on Your Grave,13.102,6.3,977,False
345,"I, Frankenstein",2014.0,92.0,"Action,Fantasy,Horror",5.1,74910.0,LGF,19100000.0,1.0,2014-01-24,65000000.0,74575290.0,-0.706534,0.14731215384615384,en,"I, Frankenstein",12.7,5.2,1090,False
346,"I, Tonya",2017.0,120.0,"Biography,Comedy,Drama",7.5,141668.0,Neon,30000000.0,1.0,2017-12-08,11000000.0,53797409.0,1.728594,3.8906735454545456,en,"I, Tonya",15.407,7.5,2904,False
347,Ice Age: Collision Course,2016.0,94.0,"Adventure,Animation,Comedy",5.7,48932.0,Fox,64099999.0,1.0,2016-07-22,105000000.0,402156682.0,-0.3898761142857143,2.830063638095238,en,Ice Age: Collision Course,18.233,5.9,2430,False
348,Ice Age: Continental Drift,2012.0,88.0,"Adventure,Animation,Comedy",6.6,175601.0,Fox,161300000.0,1.0,2012-07-13,95000000.0,879765137.0,0.6981246631578948,8.26068565263158,en,Ice Age: Continental Drift,17.537,6.3,4598,False
349,If Beale Street Could Talk,2018.0,119.0,"Drama,Romance",7.2,25512.0,Annapurna,14900000.0,1.0,2018-12-14,12000000.0,19859167.0,0.24298108333333332,0.6549305833333333,en,If Beale Street Could Talk,13.579,7.2,388,False
350,If I Stay,2014.0,107.0,"Drama,Fantasy,Music",6.8,107625.0,WB (NL),50500000.0,1.0,2014-08-22,11000000.0,78356170.0,3.588622090909091,6.1232881818181815,en,If I Stay,12.047,7.4,2703,False
351,Immortals,2011.0,110.0,"Action,Drama,Fantasy",6.0,152992.0,Rela.,83500000.0,1.0,2011-11-11,75000000.0,211562435.0,0.11338689333333334,1.8208324666666666,en,Immortals,14.774000000000001,5.8,1431,False
352,In Time,2011.0,109.0,"Action,Crime,Drama",6.7,346077.0,Fox,37500000.0,1.0,2011-10-28,35000000.0,165103952.0,0.07296948571428571,3.7172557714285714,en,In Time,18.912,6.8,6245,False
353,In the Heart of the Sea,2015.0,122.0,"Action,Adventure,Biography",6.9,108628.0,WB,25000000.0,1.0,2015-12-11,100000000.0,89693309.0,-0.74979242,-0.10306691,en,In the Heart of the Sea,14.33,6.6,2137,False
354,Incarnate,2016.0,91.0,"Horror,Thriller",5.3,10217.0,BH Tilt,4800000.0,1.0,2016-12-02,5000000.0,9371036.0,-0.0400452,0.8742072,en,Incarnate,7.1370000000000005,5.2,314,False
355,Inception,2010.0,148.0,"Action,Adventure,Sci-Fi",8.8,1841066.0,WB,292600000.0,1.0,2010-07-16,160000000.0,835524642.0,0.82860121875,4.2220290125,en,Inception,27.92,8.3,22186,False
356,Incredibles 2,2018.0,118.0,"Action,Adventure,Animation",7.7,203510.0,BV,608600000.0,1.0,2018-06-15,200000000.0,1242520711.0,2.04290872,5.212603555,en,Incredibles 2,36.286,7.6,6354,False
357,Independence Day: Resurgence,2016.0,120.0,"Action,Adventure,Sci-Fi",5.2,155344.0,Fox,103100000.0,1.0,2016-06-24,165000000.0,384169424.0,-0.3748831151515152,1.3282995393939394,en,Independence Day: Resurgence,15.732000000000001,5.1,3911,False
358,Indie Game: The Movie,2012.0,103.0,"Documentary,Drama",7.7,19538.0,,,0.0,2012-05-18,100000.0,0.0,-1.0,-1.0,en,Indie Game: The Movie,6.202000000000001,7.8,259,False
359,Indivisible,2018.0,119.0,"Drama,War",5.6,812.0,,,0.0,2018-10-26,2700000.0,3588305.0,0.3005248148148148,0.3290018518518519,en,Indivisible,5.599,5.4,13,False
360,Inside Job,2010.0,109.0,"Crime,Documentary",8.3,65304.0,SPC,4300000.0,1.0,2010-10-08,2000000.0,7799257.0,1.155917,2.8996285,en,Inside Job,9.514,7.8,466,False
361,Inside Llewyn Davis,2013.0,104.0,"Drama,Music",7.5,123759.0,CBS,13200000.0,1.0,2013-12-06,11000000.0,32943247.0,0.20438263636363638,1.9948406363636364,en,Inside Llewyn Davis,10.549000000000001,7.2,1400,False
362,Insidious: The Last Key,2018.0,103.0,"Horror,Mystery,Thriller",5.7,42154.0,Uni.,67700000.0,1.0,2018-01-05,10000000.0,167885588.0,5.774533,15.7885588,en,Insidious: The Last Key,16.017,6.1,1306,False
363,Instant Family,2018.0,118.0,"Comedy,Drama",7.4,46728.0,Par.,67400000.0,1.0,2018-11-16,48000000.0,119736188.0,0.4034007708333333,1.4945039166666667,en,Instant Family,22.634,7.6,782,False
364,Interstellar,2014.0,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,Par.,188000000.0,1.0,2014-11-05,165000000.0,666379375.0,0.13950238787878788,3.038662878787879,en,Interstellar,28.44,8.2,18597,False
365,Into the Storm,2014.0,89.0,"Action,Adventure,Drama",5.8,60894.0,,,0.0,2014-08-08,50000000.0,150429371.0,-0.04795612,2.00858742,en,Into the Storm,8.884,5.8,1169,False
366,Iron Man 2,2010.0,124.0,"Action,Adventure,Sci-Fi",7.0,657690.0,Par.,312400000.0,1.0,2010-05-07,170000000.0,621156389.0,0.8378431235294118,2.653861111764706,en,Iron Man 2,28.515,6.8,12368,False
367,Iron Man 3,2013.0,87.0,,6.5,49.0,BV,409000000.0,1.0,2013-05-03,200000000.0,1215392272.0,1.04496136,5.07696136,en,Iron Man 3,32.093,6.9,14155,False
368,Ironclad,2011.0,121.0,"Action,Adventure,Drama",6.2,38477.0,,,0.0,2011-07-08,25000000.0,5297411.0,-1.0,-0.78810356,en,Ironclad,10.202,6.1,373,False
